Регион,Год,Месяц,Поездки,Месяц_номер,Дата,is_outlier,lag_1,lag_3,lag_6,lag_12,ma_3,ma_6,ma_12,месяц,квартал,год,день_года,is_holiday_month,season
Республика Коми,2024,январь-март,73830.0,3,2024-03-01,False,45369.0,216823.0,133455.0,435112.0,47132.333333333336,117321.16666666667,97993.33333333333,3,1,2024,61,1,весна
Республика Коми,2024,январь-апрель,102512.0,4,2024-04-01,False,73830.0,22198.0,158642.0,23049.0,73903.66666666667,107966.16666666667,104615.25,4,2,2024,92,0,весна
Республика Коми,2024,январь-май,128598.0,5,2024-05-01,False,102512.0,45369.0,187065.0,45623.0,101646.66666666667,98221.66666666667,111529.83333333333,5,2,2024,122,1,весна
Республика Коми,2024,январь-июнь,165162.0,6,2024-06-01,False,128598.0,73830.0,216823.0,69853.0,132090.66666666666,89611.5,119472.25,6,2,2024,153,0,лето
Республика Коми,2024,январь-июль,195565.0,7,2024-07-01,False,165162.0,102512.0,22198.0,90531.0,163108.33333333334,118506.0,128225.08333333333,7,3,2024,183,0,лето
Республика Коми,2024,январь-август,226557.0,8,2024-08-01,False,195565.0,128598.0,45369.0,109482.0,195761.33333333334,148704.0,137981.33333333334,8,3,2024,214,0,лето
Республика Коми,2024,январь-сентябрь,251547.0,9,2024-09-01,False,226557.0,165162.0,73830.0,133455.0,224556.33333333334,178323.5,147822.33333333334,9,3,2024,245,0,осень
Республика Коми,2025,январь,21835.0,1,2025-01-01,False,251547.0,195565.0,102512.0,158642.0,166646.33333333334,164877.33333333334,136421.75,1,1,2025,1,1,зима
Республика Коми,2025,январь-февраль,46355.0,2,2025-02-01,False,21835.0,226557.0,128598.0,187065.0,106579.0,151170.16666666666,124695.91666666667,2,1,2025,32,1,зима
Республика Коми,2025,январь-март,71568.0,3,2025-03-01,False,46355.0,251547.0,165162.0,216823.0,46586.0,135571.16666666666,112591.33333333333,3,1,2025,60,1,весна
Республика Коми,2025,январь-апрель,87632.0,4,2025-04-01,False,71568.0,21835.0,195565.0,22198.0,68518.33333333333,117582.33333333333,118044.16666666667,4,2,2025,91,0,весна
Республика Коми,2025,январь-май,103479.0,5,2025-05-01,False,87632.0,46355.0,226557.0,45369.0,87559.66666666667,97069.33333333333,122886.66666666667,5,2,2025,121,1,весна
Республика Коми,2025,январь-июнь,124561.0,6,2025-06-01,False,103479.0,71568.0,251547.0,73830.0,105224.0,75905.0,127114.25,6,2,2025,152,0,лето
Республика Коми,2025,январь-июль,151044.0,7,2025-07-01,False,124561.0,87632.0,21835.0,102512.0,126361.33333333333,97439.83333333333,131158.58333333334,7,3,2025,182,0,лето
Республика Коми,2025,январь-август,173643.0,8,2025-08-01,False,151044.0,103479.0,46355.0,128598.0,149749.33333333334,118654.5,134912.33333333334,8,3,2025,213,0,лето
Республика Коми,2025,январь-сентябрь,192749.0,9,2025-09-01,False,173643.0,124561.0,71568.0,165162.0,172478.66666666666,138851.33333333334,137211.25,9,3,2025,244,0,осень
Республика Крым,2022,январь,117609.0,1,2022-01-01,False,,,,,117609.0,117609.0,117609.0,1,1,2022,1,1,зима
Республика Крым,2022,январь-февраль,213965.0,2,2022-02-01,False,117609.0,,,,165787.0,165787.0,165787.0,2,1,2022,32,1,зима
Республика Крым,2022,январь-март,308715.0,3,2022-03-01,False,213965.0,,,,213429.66666666666,213429.66666666666,213429.66666666666,3,1,2022,60,1,весна
Республика Крым,2022,январь-апрель,587730.0,4,2022-04-01,False,308715.0,117609.0,,,370136.6666666667,307004.75,307004.75,4,2,2022,91,0,весна
Республика Крым,2022,январь-май,959410.0,5,2022-05-01,False,587730.0,213965.0,,,618618.3333333334,437485.8,437485.8,5,2,2022,121,1,весна
Республика Крым,2022,январь-июнь,1330332.0,6,2022-06-01,False,959410.0,308715.0,,,959157.3333333334,586293.5,586293.5,6,2,2022,152,0,лето
Республика Крым,2022,январь-июль,2194972.0,7,2022-07-01,False,1330332.0,587730.0,117609.0,,1494904.6666666667,932520.6666666666,816104.7142857143,7,3,2022,182,0,лето
Республика Крым,2022,январь-август,3053351.0,8,2022-08-01,False,2194972.0,959410.0,213965.0,,2192885.0,1405751.6666666667,1095760.5,8,3,2022,213,0,лето
Республика Крым,2022,январь-сентябрь,3620617.0,9,2022-09-01,False,3053351.0,1330332.0,308715.0,,2956313.3333333335,1957735.3333333333,1376300.111111111,9,3,2022,244,0,осень
Республика Крым,2022,январь-октябрь*,3786397.0,10,2022-10-01,False,3620617.0,2194972.0,587730.0,,3486788.3333333335,2490846.5,1617309.8,10,4,2022,274,0,осень
Республика Крым,2022,январь-ноябрь*,4060379.0,11,2022-11-01,False,3786397.0,3053351.0,959410.0,,3822464.3333333335,3007674.6666666665,1839407.0,11,4,2022,305,0,осень
Республика Крым,2022,январь-декабрь*,4204981.0,12,2022-12-01,False,4060379.0,3620617.0,1330332.0,,4017252.3333333335,3486782.8333333335,2036538.1666666667,12,4,2022,335,1,зима
Республика Крым,2023,январь,127732.0,1,2023-01-01,False,4204981.0,3786397.0,2194972.0,117609.0,2797697.3333333335,3142242.8333333335,2037381.75,1,1,2023,1,1,зима
Республика Крым,2023,январь-февраль,246769.0,2,2023-02-01,False,127732.0,4060379.0,3053351.0,213965.0,1526494.0,2674479.1666666665,2040115.4166666667,2,1,2023,32,1,зима
Республика Крым,2023,январь-март,401741.0,3,2023-03-01,False,246769.0,4204981.0,3620617.0,308715.0,258747.33333333334,2137999.8333333335,2047867.5833333333,3,1,2023,60,1,весна
Республика Крым,2023,январь-апрель,752544.0,4,2023-04-01,False,401741.0,127732.0,3786397.0,587730.0,467018.0,1632357.6666666667,2061602.0833333333,4,2,2023,91,0,весна
Республика Крым,2023,январь-май,1156033.0,5,2023-05-01,False,752544.0,246769.0,4060379.0,959410.0,770106.0,1148300.0,2077987.3333333333,5,2,2023,121,1,весна
Республика Крым,2023,январь-июнь,1675039.0,6,2023-06-01,False,1156033.0,401741.0,4204981.0,1330332.0,1194538.6666666667,726643.0,2106712.9166666665,6,2,2023,152,0,лето
Республика Крым,2023,январь-июль,2897626.0,7,2023-07-01,False,1675039.0,752544.0,127732.0,2194972.0,1909566.0,1188292.0,2165267.4166666665,7,3,2023,182,0,лето
Республика Крым,2023,январь-август,4178202.0,8,2023-08-01,False,2897626.0,1156033.0,246769.0,3053351.0,2916955.6666666665,1843530.8333333333,2259005.0,8,3,2023,213,0,лето
Республика Крым,2023,январь-сентябрь,5186208.0,9,2023-09-01,False,4178202.0,1675039.0,401741.0,3620617.0,4087345.3333333335,2640942.0,2389470.9166666665,9,3,2023,244,0,осень
Республика Крым,2024,январь,150163.0,1,2024-01-01,False,5186208.0,2897626.0,752544.0,3786397.0,3171524.3333333335,2540545.1666666665,2086451.4166666667,1,1,2024,1,1,зима
Республика Крым,2024,январь-февраль,298740.0,2,2024-02-01,False,150163.0,4178202.0,1156033.0,4060379.0,1878370.3333333333,2397663.0,1772981.5,2,1,2024,32,1,зима
Республика Крым,2024,январь-март,482774.0,3,2024-03-01,False,298740.0,5186208.0,1675039.0,4204981.0,310559.0,2198952.1666666665,1462797.5833333333,3,1,2024,61,1,весна
Республика Крым,2024,январь-апрель,706975.0,4,2024-04-01,False,482774.0,150163.0,2897626.0,127732.0,496163.0,1833843.6666666667,1511067.8333333333,4,2,2024,92,0,весна
Республика Крым,2024,январь-май,950826.0,5,2024-05-01,False,706975.0,298740.0,4178202.0,246769.0,713525.0,1295947.6666666667,1569739.25,5,2,2024,122,1,весна
Республика Крым,2024,январь-июнь,1271095.0,6,2024-06-01,False,950826.0,482774.0,5186208.0,401741.0,976298.6666666666,643428.8333333334,1642185.4166666667,6,2,2024,153,0,лето
Республика Крым,2024,январь-июль,1920889.0,7,2024-07-01,False,1271095.0,706975.0,150163.0,752544.0,1380936.6666666667,938549.8333333334,1739547.5,7,3,2024,183,0,лето
Республика Крым,2024,январь-август,2606365.0,8,2024-08-01,False,1920889.0,950826.0,298740.0,1156033.0,1932783.0,1323154.0,1860408.5,8,3,2024,214,0,лето
Республика Крым,2024,январь-сентябрь,3167577.0,9,2024-09-01,False,2606365.0,1271095.0,482774.0,1675039.0,2564943.6666666665,1770621.1666666667,1984786.6666666667,9,3,2024,245,0,осень
Республика Крым,2025,январь,176917.0,1,2025-01-01,False,3167577.0,1920889.0,706975.0,2897626.0,1983619.6666666667,1682278.1666666667,1758060.9166666667,1,1,2025,1,1,зима
Республика Крым,2025,январь-февраль,337591.0,2,2025-02-01,False,176917.0,2606365.0,950826.0,4178202.0,1227361.6666666667,1580072.3333333333,1438010.0,2,1,2025,32,1,зима
Республика Крым,2025,январь-март,554161.0,3,2025-03-01,False,337591.0,3167577.0,1271095.0,5186208.0,356223.0,1460583.3333333333,1052006.0833333333,3,1,2025,60,1,весна
Республика Крым,2025,январь-апрель,894464.0,4,2025-04-01,False,554161.0,176917.0,1920889.0,150163.0,595405.3333333334,1289512.5,1114031.1666666667,4,2,2025,91,0,весна
Республика Крым,2025,январь-май,1269525.0,5,2025-05-01,False,894464.0,337591.0,2606365.0,298740.0,906050.0,1066705.8333333333,1194929.9166666667,5,2,2025,121,1,весна
Республика Крым,2025,январь-июнь,1731422.0,6,2025-06-01,False,1269525.0,554161.0,3167577.0,482774.0,1298470.3333333333,827346.6666666666,1298983.9166666667,6,2,2025,152,0,лето
Республика Крым,2025,январь-июль,2419381.0,7,2025-07-01,False,1731422.0,894464.0,176917.0,706975.0,1806776.0,1201090.6666666667,1441684.4166666667,7,3,2025,182,0,лето
Республика Крым,2025,январь-август,3136576.0,8,2025-08-01,False,2419381.0,1269525.0,337591.0,950826.0,2429126.3333333335,1667588.1666666667,1623830.25,8,3,2025,213,0,лето
Республика Крым,2025,январь-сентябрь,3730502.0,9,2025-09-01,False,3136576.0,1731422.0,554161.0,1271095.0,3095486.3333333335,2196978.3333333335,1828780.8333333333,9,3,2025,244,0,осень
Республика Марий Эл,2022,январь,15987.0,1,2022-01-01,False,,,,,15987.0,15987.0,15987.0,1,1,2022,1,1,зима
Республика Марий Эл,2022,январь-февраль,23235.0,2,2022-02-01,False,15987.0,,,,19611.0,19611.0,19611.0,2,1,2022,32,1,зима
Республика Марий Эл,2022,январь-март,31526.0,3,2022-03-01,False,23235.0,,,,23582.666666666668,23582.666666666668,23582.666666666668,3,1,2022,60,1,весна
Республика Марий Эл,2022,январь-апрель,44858.0,4,2022-04-01,False,31526.0,15987.0,,,33206.333333333336,28901.5,28901.5,4,2,2022,91,0,весна
Республика Марий Эл,2022,январь-май,67329.0,5,2022-05-01,False,44858.0,23235.0,,,47904.333333333336,36587.0,36587.0,5,2,2022,121,1,весна
Республика Марий Эл,2022,январь-июнь,106339.0,6,2022-06-01,False,67329.0,31526.0,,,72842.0,48212.333333333336,48212.333333333336,6,2,2022,152,0,лето
Республика Марий Эл,2022,январь-июль,182735.0,7,2022-07-01,False,106339.0,44858.0,15987.0,,118801.0,76003.66666666667,67429.85714285714,7,3,2022,182,0,лето
Республика Марий Эл,2022,январь-август,247344.0,8,2022-08-01,False,182735.0,67329.0,23235.0,,178806.0,113355.16666666667,89919.125,8,3,2022,213,0,лето
Республика Марий Эл,2022,январь-сентябрь,288415.0,9,2022-09-01,False,247344.0,106339.0,31526.0,,239498.0,156170.0,111974.22222222222,9,3,2022,244,0,осень
Республика Марий Эл,2022,январь-октябрь*,301416.0,10,2022-10-01,False,288415.0,182735.0,44858.0,,279058.3333333333,198929.66666666666,130918.4,10,4,2022,274,0,осень
Республика Марий Эл,2022,январь-ноябрь*,316943.0,11,2022-11-01,False,301416.0,247344.0,67329.0,,302258.0,240532.0,147829.72727272726,11,4,2022,305,0,осень
Республика Марий Эл,2022,январь-декабрь*,332587.0,12,2022-12-01,False,316943.0,288415.0,106339.0,,316982.0,278240.0,163226.16666666666,12,4,2022,335,1,зима
Республика Марий Эл,2023,январь,28026.0,1,2023-01-01,False,332587.0,301416.0,182735.0,15987.0,225852.0,252455.16666666666,164229.41666666666,1,1,2023,1,1,зима
Республика Марий Эл,2023,январь-февраль,53331.0,2,2023-02-01,False,28026.0,316943.0,247344.0,23235.0,137981.33333333334,220119.66666666666,166737.41666666666,2,1,2023,32,1,зима
Республика Марий Эл,2023,январь-март,70429.0,3,2023-03-01,False,53331.0,332587.0,288415.0,31526.0,50595.333333333336,183788.66666666666,169979.33333333334,3,1,2023,60,1,весна
Республика Марий Эл,2023,январь-апрель,80553.0,4,2023-04-01,False,70429.0,28026.0,301416.0,44858.0,68104.33333333333,146978.16666666666,172953.91666666666,4,2,2023,91,0,весна
Республика Марий Эл,2023,январь-май,97328.0,5,2023-05-01,False,80553.0,53331.0,316943.0,67329.0,82770.0,110375.66666666667,175453.83333333334,5,2,2023,121,1,весна
Республика Марий Эл,2023,январь-июнь,131617.0,6,2023-06-01,False,97328.0,70429.0,332587.0,106339.0,103166.0,76880.66666666667,177560.33333333334,6,2,2023,152,0,лето
Республика Марий Эл,2023,январь-июль,181947.0,7,2023-07-01,False,131617.0,80553.0,28026.0,182735.0,136964.0,102534.16666666667,177494.66666666666,7,3,2023,182,0,лето
Республика Марий Эл,2023,январь-август,224175.0,8,2023-08-01,False,181947.0,97328.0,53331.0,247344.0,179246.33333333334,131008.16666666667,175563.91666666666,8,3,2023,213,0,лето
Республика Марий Эл,2023,январь-сентябрь,234422.0,9,2023-09-01,False,224175.0,131617.0,70429.0,288415.0,213514.66666666666,158340.33333333334,171064.5,9,3,2023,244,0,осень
Республика Марий Эл,2024,январь,13407.0,1,2024-01-01,False,234422.0,181947.0,80553.0,301416.0,157334.66666666666,147149.33333333334,147063.75,1,1,2024,1,1,зима
Республика Марий Эл,2024,январь-февраль,25262.0,2,2024-02-01,False,13407.0,224175.0,97328.0,316943.0,91030.33333333333,135138.33333333334,122757.0,2,1,2024,32,1,зима
Республика Марий Эл,2024,январь-март,36096.0,3,2024-03-01,False,25262.0,234422.0,131617.0,332587.0,24921.666666666668,119218.16666666667,98049.41666666667,3,1,2024,61,1,весна
Республика Марий Эл,2024,январь-апрель,47007.0,4,2024-04-01,False,36096.0,13407.0,181947.0,28026.0,36121.666666666664,96728.16666666667,99631.16666666667,4,2,2024,92,0,весна
Республика Марий Эл,2024,январь-май,68552.0,5,2024-05-01,False,47007.0,25262.0,224175.0,53331.0,50551.666666666664,70791.0,100899.58333333333,5,2,2024,122,1,весна
Республика Марий Эл,2024,январь-июнь,109086.0,6,2024-06-01,False,68552.0,36096.0,234422.0,70429.0,74881.66666666667,49901.666666666664,104121.0,6,2,2024,153,0,лето
Республика Марий Эл,2024,январь-июль,157540.0,7,2024-07-01,False,109086.0,47007.0,13407.0,80553.0,111726.0,73923.83333333333,110536.58333333333,7,3,2024,183,0,лето
Республика Марий Эл,2024,январь-август,201216.0,8,2024-08-01,False,157540.0,68552.0,25262.0,97328.0,155947.33333333334,103249.5,119193.91666666667,8,3,2024,214,0,лето
Республика Марий Эл,2024,январь-сентябрь,214270.0,9,2024-09-01,False,201216.0,109086.0,36096.0,131617.0,191008.66666666666,132945.16666666666,126081.66666666667,9,3,2024,245,0,осень
Республика Марий Эл,2025,январь,20197.0,1,2025-01-01,False,214270.0,157540.0,47007.0,181947.0,145227.66666666666,128476.83333333333,112602.5,1,1,2025,1,1,зима
Республика Марий Эл,2025,январь-февраль,35652.0,2,2025-02-01,False,20197.0,201216.0,68552.0,224175.0,90039.66666666667,122993.5,96892.25,2,1,2025,32,1,зима
Республика Марий Эл,2025,январь-март,46236.0,3,2025-03-01,False,35652.0,214270.0,109086.0,234422.0,34028.333333333336,112518.5,81210.08333333333,3,1,2025,60,1,весна
Республика Марий Эл,2025,январь-апрель,55552.0,4,2025-04-01,False,46236.0,20197.0,157540.0,13407.0,45813.333333333336,95520.5,84722.16666666667,4,2,2025,91,0,весна
Республика Марий Эл,2025,январь-май,72626.0,5,2025-05-01,False,55552.0,35652.0,201216.0,25262.0,58138.0,74088.83333333333,88669.16666666667,5,2,2025,121,1,весна
Республика Марий Эл,2025,январь-июнь,114039.0,6,2025-06-01,False,72626.0,46236.0,214270.0,36096.0,80739.0,57383.666666666664,95164.41666666667,6,2,2025,152,0,лето
Республика Марий Эл,2025,январь-июль,191198.0,7,2025-07-01,False,114039.0,55552.0,20197.0,47007.0,125954.33333333333,85883.83333333333,107180.33333333333,7,3,2025,182,0,лето
Республика Марий Эл,2025,январь-август,258417.0,8,2025-08-01,False,191198.0,72626.0,35652.0,68552.0,187884.66666666666,123011.33333333333,123002.41666666667,8,3,2025,213,0,лето
Республика Марий Эл,2025,январь-сентябрь,276529.0,9,2025-09-01,False,258417.0,114039.0,46236.0,109086.0,242048.0,161393.5,136956.0,9,3,2025,244,0,осень
Республика Мордовия,2022,январь,12893.0,1,2022-01-01,False,,,,,12893.0,12893.0,12893.0,1,1,2022,1,1,зима
Республика Мордовия,2022,январь-февраль,23116.0,2,2022-02-01,False,12893.0,,,,18004.5,18004.5,18004.5,2,1,2022,32,1,зима
Республика Мордовия,2022,январь-март,37014.0,3,2022-03-01,False,23116.0,,,,24341.0,24341.0,24341.0,3,1,2022,60,1,весна
Республика Мордовия,2022,январь-апрель,56920.0,4,2022-04-01,False,37014.0,12893.0,,,39016.666666666664,32485.75,32485.75,4,2,2022,91,0,весна
Республика Мордовия,2022,январь-май,80608.0,5,2022-05-01,False,56920.0,23116.0,,,58180.666666666664,42110.2,42110.2,5,2,2022,121,1,весна
Республика Мордовия,2022,январь-июнь,110660.0,6,2022-06-01,False,80608.0,37014.0,,,82729.33333333333,53535.166666666664,53535.166666666664,6,2,2022,152,0,лето
Республика Мордовия,2022,январь-июль,131407.0,7,2022-07-01,False,110660.0,56920.0,12893.0,,107558.33333333333,73287.5,64659.71428571428,7,3,2022,182,0,лето
Республика Мордовия,2022,январь-август,150243.0,8,2022-08-01,False,131407.0,80608.0,23116.0,,130770.0,94475.33333333333,75357.625,8,3,2022,213,0,лето
Республика Мордовия,2022,январь-сентябрь,160838.0,9,2022-09-01,False,150243.0,110660.0,37014.0,,147496.0,115112.66666666667,84855.44444444444,9,3,2022,244,0,осень
Республика Мордовия,2022,январь-октябрь*,169548.0,10,2022-10-01,False,160838.0,131407.0,56920.0,,160209.66666666666,133884.0,93324.7,10,4,2022,274,0,осень
Республика Мордовия,2022,январь-ноябрь*,181944.0,11,2022-11-01,False,169548.0,150243.0,80608.0,,170776.66666666666,150773.33333333334,101381.0,11,4,2022,305,0,осень
Республика Мордовия,2022,январь-декабрь*,190577.0,12,2022-12-01,False,181944.0,160838.0,110660.0,,180689.66666666666,164092.83333333334,108814.0,12,4,2022,335,1,зима
Республика Мордовия,2023,январь,19983.0,1,2023-01-01,False,190577.0,169548.0,131407.0,12893.0,130834.66666666667,145522.16666666666,109404.83333333333,1,1,2023,1,1,зима
Республика Мордовия,2023,январь-февраль,41559.0,2,2023-02-01,False,19983.0,181944.0,150243.0,23116.0,84039.66666666667,127408.16666666667,110941.75,2,1,2023,32,1,зима
Республика Мордовия,2023,январь-март,60523.0,3,2023-03-01,False,41559.0,190577.0,160838.0,37014.0,40688.333333333336,110689.0,112900.83333333333,3,1,2023,60,1,весна
Республика Мордовия,2023,январь-апрель,79467.0,4,2023-04-01,False,60523.0,19983.0,169548.0,56920.0,60516.333333333336,95675.5,114779.75,4,2,2023,91,0,весна
Республика Мордовия,2023,январь-май,105305.0,5,2023-05-01,False,79467.0,41559.0,181944.0,80608.0,81765.0,82902.33333333333,116837.83333333333,5,2,2023,121,1,весна
Республика Мордовия,2023,январь-июнь,127294.0,6,2023-06-01,False,105305.0,60523.0,190577.0,110660.0,104022.0,72355.16666666667,118224.0,6,2,2023,152,0,лето
Республика Мордовия,2023,январь-июль,171822.0,7,2023-07-01,False,127294.0,79467.0,19983.0,131407.0,134807.0,97661.66666666667,121591.91666666667,7,3,2023,182,0,лето
Республика Мордовия,2023,январь-август,231935.0,8,2023-08-01,False,171822.0,105305.0,41559.0,150243.0,177017.0,129391.0,128399.58333333333,8,3,2023,213,0,лето
Республика Мордовия,2023,январь-сентябрь,269332.0,9,2023-09-01,False,231935.0,127294.0,60523.0,160838.0,224363.0,164192.5,137440.75,9,3,2023,244,0,осень
Республика Мордовия,2024,январь,14599.0,1,2024-01-01,False,269332.0,171822.0,79467.0,169548.0,171955.33333333334,153381.16666666666,124528.33333333333,1,1,2024,1,1,зима
Республика Мордовия,2024,январь-февраль,31416.0,2,2024-02-01,False,14599.0,231935.0,105305.0,181944.0,105115.66666666667,141066.33333333334,111984.33333333333,2,1,2024,32,1,зима
Республика Мордовия,2024,январь-март,45529.0,3,2024-03-01,False,31416.0,269332.0,127294.0,190577.0,30514.666666666668,127438.83333333333,99897.0,3,1,2024,61,1,весна
Республика Мордовия,2024,январь-апрель,59007.0,4,2024-04-01,False,45529.0,14599.0,171822.0,19983.0,45317.333333333336,108636.33333333333,103149.0,4,2,2024,92,0,весна
Республика Мордовия,2024,январь-май,74017.0,5,2024-05-01,False,59007.0,31416.0,231935.0,41559.0,59517.666666666664,82316.66666666667,105853.83333333333,5,2,2024,122,1,весна
Республика Мордовия,2024,январь-июнь,94684.0,6,2024-06-01,False,74017.0,45529.0,269332.0,60523.0,75902.66666666667,53208.666666666664,108700.58333333333,6,2,2024,153,0,лето
Республика Мордовия,2024,январь-июль,136090.0,7,2024-07-01,False,94684.0,59007.0,14599.0,79467.0,101597.0,73457.16666666667,113419.16666666667,7,3,2024,183,0,лето
Республика Мордовия,2024,январь-август,175202.0,8,2024-08-01,False,136090.0,74017.0,31416.0,105305.0,135325.33333333334,97421.5,119243.91666666667,8,3,2024,214,0,лето
Республика Мордовия,2024,январь-сентябрь,202087.0,9,2024-09-01,False,175202.0,94684.0,45529.0,127294.0,171126.33333333334,123514.5,125476.66666666667,9,3,2024,245,0,осень
Республика Мордовия,2025,январь,15269.0,1,2025-01-01,False,202087.0,136090.0,59007.0,171822.0,130852.66666666667,116224.83333333333,112430.58333333333,1,1,2025,1,1,зима
Республика Мордовия,2025,январь-февраль,33284.0,2,2025-02-01,False,15269.0,175202.0,74017.0,231935.0,83546.66666666667,109436.0,95876.33333333333,2,1,2025,32,1,зима
Республика Мордовия,2025,январь-март,48290.0,3,2025-03-01,False,33284.0,202087.0,94684.0,269332.0,32281.0,101703.66666666667,77456.16666666667,3,1,2025,60,1,весна
Республика Мордовия,2025,январь-апрель,66330.0,4,2025-04-01,False,48290.0,15269.0,136090.0,14599.0,49301.333333333336,90077.0,81767.08333333333,4,2,2025,91,0,весна
Республика Мордовия,2025,январь-май,86005.0,5,2025-05-01,False,66330.0,33284.0,175202.0,31416.0,66875.0,75210.83333333333,86316.16666666667,5,2,2025,121,1,весна
Республика Мордовия,2025,январь-июнь,119115.0,6,2025-06-01,False,86005.0,48290.0,202087.0,45529.0,90483.33333333333,61382.166666666664,92448.33333333333,6,2,2025,152,0,лето
Республика Мордовия,2025,январь-июль,182736.0,7,2025-07-01,False,119115.0,66330.0,15269.0,59007.0,129285.33333333333,89293.33333333333,102759.08333333333,7,3,2025,182,0,лето
Республика Мордовия,2025,январь-август,239092.0,8,2025-08-01,False,182736.0,86005.0,33284.0,74017.0,180314.33333333334,123594.66666666667,116515.33333333333,8,3,2025,213,0,лето
Республика Мордовия,2025,январь-сентябрь,272231.0,9,2025-09-01,False,239092.0,119115.0,48290.0,94684.0,231353.0,160918.16666666666,131310.91666666666,9,3,2025,244,0,осень
Республика Саха (Якутия),2022,январь,13307.0,1,2022-01-01,False,,,,,13307.0,13307.0,13307.0,1,1,2022,1,1,зима
Республика Саха (Якутия),2022,январь-февраль,25662.0,2,2022-02-01,False,13307.0,,,,19484.5,19484.5,19484.5,2,1,2022,32,1,зима
Республика Саха (Якутия),2022,январь-март,39715.0,3,2022-03-01,False,25662.0,,,,26228.0,26228.0,26228.0,3,1,2022,60,1,весна
Республика Саха (Якутия),2022,январь-апрель,50165.0,4,2022-04-01,False,39715.0,13307.0,,,38514.0,32212.25,32212.25,4,2,2022,91,0,весна
Республика Саха (Якутия),2022,январь-май,61443.0,5,2022-05-01,False,50165.0,25662.0,,,50441.0,38058.4,38058.4,5,2,2022,121,1,весна
Республика Саха (Якутия),2022,январь-июнь,74601.0,6,2022-06-01,False,61443.0,39715.0,,,62069.666666666664,44148.833333333336,44148.833333333336,6,2,2022,152,0,лето
Республика Саха (Якутия),2022,январь-июль,88838.0,7,2022-07-01,False,74601.0,50165.0,13307.0,,74960.66666666667,56737.333333333336,50533.0,7,3,2022,182,0,лето
Республика Саха (Якутия),2022,январь-август,100843.0,8,2022-08-01,False,88838.0,61443.0,25662.0,,88094.0,69267.5,56821.75,8,3,2022,213,0,лето
Республика Саха (Якутия),2022,январь-сентябрь,112866.0,9,2022-09-01,False,100843.0,74601.0,39715.0,,100849.0,81459.33333333333,63048.88888888889,9,3,2022,244,0,осень
Республика Саха (Якутия),2022,январь-октябрь*,156894.0,10,2022-10-01,False,112866.0,88838.0,50165.0,,123534.33333333333,99247.5,72433.4,10,4,2022,274,0,осень
Республика Саха (Якутия),2022,январь-ноябрь*,196949.0,11,2022-11-01,False,156894.0,100843.0,61443.0,,155569.66666666666,121831.83333333333,83753.0,11,4,2022,305,0,осень
Республика Саха (Якутия),2022,январь-декабрь*,237467.0,12,2022-12-01,False,196949.0,112866.0,74601.0,,197103.33333333334,148976.16666666666,96562.5,12,4,2022,335,1,зима
Республика Саха (Якутия),2023,январь,12176.0,1,2023-01-01,False,237467.0,156894.0,88838.0,13307.0,148864.0,136199.16666666666,96468.25,1,1,2023,1,1,зима
Республика Саха (Якутия),2023,январь-февраль,28102.0,2,2023-02-01,False,12176.0,196949.0,100843.0,25662.0,92581.66666666667,124075.66666666667,96671.58333333333,2,1,2023,32,1,зима
Республика Саха (Якутия),2023,январь-март,45936.0,3,2023-03-01,False,28102.0,237467.0,112866.0,39715.0,28738.0,112920.66666666667,97190.0,3,1,2023,60,1,весна
Республика Саха (Якутия),2023,январь-апрель,65439.0,4,2023-04-01,False,45936.0,12176.0,156894.0,50165.0,46492.333333333336,97678.16666666667,98462.83333333333,4,2,2023,91,0,весна
Республика Саха (Якутия),2023,январь-май,83440.0,5,2023-05-01,False,65439.0,28102.0,196949.0,61443.0,64938.333333333336,78760.0,100295.91666666667,5,2,2023,121,1,весна
Республика Саха (Якутия),2023,январь-июнь,105875.0,6,2023-06-01,False,83440.0,45936.0,237467.0,74601.0,84918.0,56828.0,102902.08333333333,6,2,2023,152,0,лето
Республика Саха (Якутия),2023,январь-июль,125251.0,7,2023-07-01,False,105875.0,65439.0,12176.0,88838.0,104855.33333333333,75673.83333333333,105936.5,7,3,2023,182,0,лето
Республика Саха (Якутия),2023,январь-август,148202.0,8,2023-08-01,False,125251.0,83440.0,28102.0,100843.0,126442.66666666667,95690.5,109883.08333333333,8,3,2023,213,0,лето
Республика Саха (Якутия),2023,январь-сентябрь,169697.0,9,2023-09-01,False,148202.0,105875.0,45936.0,112866.0,147716.66666666666,116317.33333333333,114619.0,9,3,2023,244,0,осень
Республика Саха (Якутия),2024,январь,16802.0,1,2024-01-01,False,169697.0,125251.0,65439.0,156894.0,111567.0,108211.16666666667,102944.66666666667,1,1,2024,1,1,зима
Республика Саха (Якутия),2024,январь-февраль,34945.0,2,2024-02-01,False,16802.0,148202.0,83440.0,196949.0,73814.66666666667,100128.66666666667,89444.33333333333,2,1,2024,32,1,зима
Республика Саха (Якутия),2024,январь-март,54254.0,3,2024-03-01,False,34945.0,169697.0,105875.0,237467.0,35333.666666666664,91525.16666666667,74176.58333333333,3,1,2024,61,1,весна
Республика Саха (Якутия),2024,январь-апрель,72037.0,4,2024-04-01,False,54254.0,16802.0,125251.0,12176.0,53745.333333333336,82656.16666666667,79165.0,4,2,2024,92,0,весна
