Регион,Год,Месяц,Поездки,Месяц_номер,Дата,is_outlier,lag_1,lag_3,lag_6,lag_12,ma_3,ma_6,ma_12,месяц,квартал,год,день_года,is_holiday_month,season
Алтайский край,2022,январь,52432.0,1,2022-01-01,False,,,,,52432.0,52432.0,52432.0,1,1,2022,1,1,зима
Алтайский край,2022,январь-февраль,107919.0,2,2022-02-01,False,52432.0,,,,80175.5,80175.5,80175.5,2,1,2022,32,1,зима
Алтайский край,2022,январь-март,174400.0,3,2022-03-01,False,107919.0,,,,111583.66666666667,111583.66666666667,111583.66666666667,3,1,2022,60,1,весна
Алтайский край,2022,январь-апрель,376047.0,4,2022-04-01,False,174400.0,52432.0,,,219455.33333333334,177699.5,177699.5,4,2,2022,91,0,весна
Алтайский край,2022,январь-май,578154.0,5,2022-05-01,False,376047.0,107919.0,,,376200.3333333333,257790.4,257790.4,5,2,2022,121,1,весна
Алтайский край,2022,январь-июнь,774084.0,6,2022-06-01,False,578154.0,174400.0,,,576095.0,343839.3333333333,343839.3333333333,6,2,2022,152,0,лето
Алтайский край,2022,январь-июль,1000977.0,7,2022-07-01,False,774084.0,376047.0,52432.0,,784405.0,501930.1666666667,437716.14285714284,7,3,2022,182,0,лето
Алтайский край,2022,январь-август,1182370.0,8,2022-08-01,False,1000977.0,578154.0,107919.0,,985810.3333333334,681005.3333333334,530797.875,8,3,2022,213,0,лето
Алтайский край,2022,январь-сентябрь,1319737.0,9,2022-09-01,False,1182370.0,774084.0,174400.0,,1167694.6666666667,871894.8333333334,618457.7777777778,9,3,2022,244,0,осень
Алтайский край,2022,январь-октябрь*,1412573.0,10,2022-10-01,False,1319737.0,1000977.0,376047.0,,1304893.3333333333,1044649.1666666666,697869.3,10,4,2022,274,0,осень
Алтайский край,2022,январь-ноябрь*,1495843.0,11,2022-11-01,False,1412573.0,1182370.0,578154.0,,1409384.3333333333,1197597.3333333333,770412.3636363636,11,4,2022,305,0,осень
Алтайский край,2022,январь-декабрь*,1571744.0,12,2022-12-01,False,1495843.0,1319737.0,774084.0,,1493386.6666666667,1330540.6666666667,837190.0,12,4,2022,335,1,зима
Алтайский край,2023,январь,124555.0,1,2023-01-01,False,1571744.0,1412573.0,1000977.0,52432.0,1064047.3333333333,1184470.3333333333,843200.25,1,1,2023,1,1,зима
Алтайский край,2023,январь-февраль,267027.0,2,2023-02-01,False,124555.0,1495843.0,1182370.0,107919.0,654442.0,1031913.1666666666,856459.25,2,1,2023,32,1,зима
Алтайский край,2023,январь-март,432797.0,3,2023-03-01,False,267027.0,1571744.0,1319737.0,174400.0,274793.0,884089.8333333334,877992.3333333334,3,1,2023,60,1,весна
Алтайский край,2023,январь-апрель,597216.0,4,2023-04-01,False,432797.0,124555.0,1412573.0,376047.0,432346.6666666667,748197.0,896423.0833333334,4,2,2023,91,0,весна
Алтайский край,2023,январь-май,779012.0,5,2023-05-01,False,597216.0,267027.0,1495843.0,578154.0,603008.3333333334,628725.1666666666,913161.25,5,2,2023,121,1,весна
Алтайский край,2023,январь-июнь,1006742.0,6,2023-06-01,False,779012.0,432797.0,1571744.0,774084.0,794323.3333333334,534558.1666666666,932549.4166666666,6,2,2023,152,0,лето
Алтайский край,2023,январь-июль,1323852.0,7,2023-07-01,False,1006742.0,597216.0,124555.0,1000977.0,1036535.3333333334,734441.0,959455.6666666666,7,3,2023,182,0,лето
Алтайский край,2023,январь-август,1574676.0,8,2023-08-01,False,1323852.0,779012.0,267027.0,1182370.0,1301756.6666666667,952382.5,992147.8333333334,8,3,2023,213,0,лето
Алтайский край,2023,январь-сентябрь,1754667.0,9,2023-09-01,False,1574676.0,1006742.0,432797.0,1319737.0,1551065.0,1172694.1666666667,1028392.0,9,3,2023,244,0,осень
Алтайский край,2024,январь,86785.0,1,2024-01-01,False,1754667.0,1323852.0,597216.0,1412573.0,1138709.3333333333,1087622.3333333333,917909.6666666666,1,1,2024,1,1,зима
Алтайский край,2024,январь-февраль,179662.0,2,2024-02-01,False,86785.0,1574676.0,779012.0,1495843.0,673704.6666666666,987730.6666666666,808227.9166666666,2,1,2024,32,1,зима
Алтайский край,2024,январь-март,283398.0,3,2024-03-01,False,179662.0,1754667.0,1006742.0,1571744.0,183281.66666666666,867173.3333333334,700865.75,3,1,2024,61,1,весна
Алтайский край,2024,январь-апрель,395478.0,4,2024-04-01,False,283398.0,86785.0,1323852.0,124555.0,286179.3333333333,712444.3333333334,723442.6666666666,4,2,2024,92,0,весна
Алтайский край,2024,январь-май,518714.0,5,2024-05-01,False,395478.0,179662.0,1574676.0,267027.0,399196.6666666667,536450.6666666666,744416.5833333334,5,2,2024,122,1,весна
Алтайский край,2024,январь-июнь,694361.0,6,2024-06-01,False,518714.0,283398.0,1754667.0,432797.0,536184.3333333334,359733.0,766213.5833333334,6,2,2024,153,0,лето
Алтайский край,2024,январь-июль,983293.0,7,2024-07-01,False,694361.0,395478.0,86785.0,597216.0,732122.6666666666,509151.0,798386.6666666666,7,3,2024,183,0,лето
Алтайский край,2024,январь-август,1223525.0,8,2024-08-01,False,983293.0,518714.0,179662.0,779012.0,967059.6666666666,683128.1666666666,835429.4166666666,8,3,2024,214,0,лето
Алтайский край,2024,январь-сентябрь,1374100.0,9,2024-09-01,False,1223525.0,694361.0,283398.0,1006742.0,1193639.3333333333,864911.8333333334,866042.5833333334,9,3,2024,245,0,осень
Алтайский край,2025,январь,111837.0,1,2025-01-01,False,1374100.0,983293.0,395478.0,1323852.0,903154.0,817638.3333333334,765041.3333333334,1,1,2025,1,1,зима
Алтайский край,2025,январь-февраль,232808.0,2,2025-02-01,False,111837.0,1223525.0,518714.0,1574676.0,572915.0,769987.3333333334,653219.0,2,1,2025,32,1,зима
Алтайский край,2025,январь-март,366341.0,3,2025-03-01,False,232808.0,1374100.0,694361.0,1754667.0,236995.33333333334,715317.3333333334,537525.1666666666,3,1,2025,60,1,весна
Алтайский край,2025,январь-апрель,470680.0,4,2025-04-01,False,366341.0,111837.0,983293.0,86785.0,356609.6666666667,629881.8333333334,569516.4166666666,4,2,2025,91,0,весна
Алтайский край,2025,январь-май,600640.0,5,2025-05-01,False,470680.0,232808.0,1223525.0,179662.0,479220.3333333333,526067.6666666666,604597.9166666666,5,2,2025,121,1,весна
Алтайский край,2025,январь-июнь,785316.0,6,2025-06-01,False,600640.0,366341.0,1374100.0,283398.0,618878.6666666666,427937.0,646424.4166666666,6,2,2025,152,0,лето
Алтайский край,2025,январь-июль,1086395.0,7,2025-07-01,False,785316.0,470680.0,111837.0,395478.0,824117.0,590363.3333333334,704000.8333333334,7,3,2025,182,0,лето
Алтайский край,2025,январь-август,1316592.0,8,2025-08-01,False,1086395.0,600640.0,232808.0,518714.0,1062767.6666666667,770994.0,770490.6666666666,8,3,2025,213,0,лето
Алтайский край,2025,январь-сентябрь,1476334.0,9,2025-09-01,False,1316592.0,785316.0,366341.0,694361.0,1293107.0,955992.8333333334,835655.0833333334,9,3,2025,244,0,осень
Амурская область,2022,январь,30016.0,1,2022-01-01,False,,,,,30016.0,30016.0,30016.0,1,1,2022,1,1,зима
Амурская область,2022,январь-февраль,60303.0,2,2022-02-01,False,30016.0,,,,45159.5,45159.5,45159.5,2,1,2022,32,1,зима
Амурская область,2022,январь-март,87297.0,3,2022-03-01,False,60303.0,,,,59205.333333333336,59205.333333333336,59205.333333333336,3,1,2022,60,1,весна
Амурская область,2022,январь-апрель,129558.0,4,2022-04-01,False,87297.0,30016.0,,,92386.0,76793.5,76793.5,4,2,2022,91,0,весна
Амурская область,2022,январь-май,177921.0,5,2022-05-01,False,129558.0,60303.0,,,131592.0,97019.0,97019.0,5,2,2022,121,1,весна
Амурская область,2022,январь-июнь,216973.0,6,2022-06-01,False,177921.0,87297.0,,,174817.33333333334,117011.33333333333,117011.33333333333,6,2,2022,152,0,лето
Амурская область,2022,январь-июль,251760.0,7,2022-07-01,False,216973.0,129558.0,30016.0,,215551.33333333334,153968.66666666666,136261.14285714287,7,3,2022,182,0,лето
Амурская область,2022,январь-август,295873.0,8,2022-08-01,False,251760.0,177921.0,60303.0,,254868.66666666666,193230.33333333334,156212.625,8,3,2022,213,0,лето
Амурская область,2022,январь-сентябрь,348138.0,9,2022-09-01,False,295873.0,216973.0,87297.0,,298590.3333333333,236703.83333333334,177537.66666666666,9,3,2022,244,0,осень
Амурская область,2022,январь-октябрь*,378133.0,10,2022-10-01,False,348138.0,251760.0,129558.0,,340714.6666666667,278133.0,197597.2,10,4,2022,274,0,осень
Амурская область,2022,январь-ноябрь*,409272.0,11,2022-11-01,False,378133.0,295873.0,177921.0,,378514.3333333333,316691.5,216840.36363636365,11,4,2022,305,0,осень
Амурская область,2022,январь-декабрь*,446955.0,12,2022-12-01,False,409272.0,348138.0,216973.0,,411453.3333333333,355021.8333333333,236016.58333333334,12,4,2022,335,1,зима
Амурская область,2023,январь,20685.0,1,2023-01-01,False,446955.0,378133.0,251760.0,30016.0,292304.0,316509.3333333333,235239.0,1,1,2023,1,1,зима
Амурская область,2023,январь-февраль,44016.0,2,2023-02-01,False,20685.0,409272.0,295873.0,60303.0,170552.0,274533.1666666667,233881.75,2,1,2023,32,1,зима
Амурская область,2023,январь-март,67122.0,3,2023-03-01,False,44016.0,446955.0,348138.0,87297.0,43941.0,227697.16666666666,232200.5,3,1,2023,60,1,весна
Амурская область,2023,январь-апрель,112377.0,4,2023-04-01,False,67122.0,20685.0,378133.0,129558.0,74505.0,183404.5,230768.75,4,2,2023,91,0,весна
Амурская область,2023,январь-май,178591.0,5,2023-05-01,False,112377.0,44016.0,409272.0,177921.0,119363.33333333333,144957.66666666666,230824.58333333334,5,2,2023,121,1,весна
Амурская область,2023,январь-июнь,223581.0,6,2023-06-01,False,178591.0,67122.0,446955.0,216973.0,171516.33333333334,107728.66666666667,231375.25,6,2,2023,152,0,лето
Амурская область,2023,январь-июль,255058.0,7,2023-07-01,False,223581.0,112377.0,20685.0,251760.0,219076.66666666666,146790.83333333334,231650.08333333334,7,3,2023,182,0,лето
Амурская область,2023,январь-август,296978.0,8,2023-08-01,False,255058.0,178591.0,44016.0,295873.0,258539.0,188951.16666666666,231742.16666666666,8,3,2023,213,0,лето
Амурская область,2023,январь-сентябрь,336494.0,9,2023-09-01,False,296978.0,223581.0,67122.0,348138.0,296176.6666666667,233846.5,230771.83333333334,9,3,2023,244,0,осень
Амурская область,2024,январь,27283.0,1,2024-01-01,False,336494.0,255058.0,112377.0,378133.0,220251.66666666666,219664.16666666666,201534.33333333334,1,1,2024,1,1,зима
Амурская область,2024,январь-февраль,51573.0,2,2024-02-01,False,27283.0,296978.0,178591.0,409272.0,138450.0,198494.5,171726.08333333334,2,1,2024,32,1,зима
Амурская область,2024,январь-март,78478.0,3,2024-03-01,False,51573.0,336494.0,223581.0,446955.0,52444.666666666664,174310.66666666666,141019.66666666666,3,1,2024,61,1,весна
Амурская область,2024,январь-апрель,140028.0,4,2024-04-01,False,78478.0,27283.0,255058.0,20685.0,90026.33333333333,155139.0,150964.91666666666,4,2,2024,92,0,весна
Амурская область,2024,январь-май,193610.0,5,2024-05-01,False,140028.0,51573.0,296978.0,44016.0,137372.0,137911.0,163431.08333333334,5,2,2024,122,1,весна
Амурская область,2024,январь-июнь,245040.0,6,2024-06-01,False,193610.0,78478.0,336494.0,67122.0,192892.66666666666,122668.66666666667,178257.58333333334,6,2,2024,153,0,лето
Амурская область,2024,январь-июль,279983.0,7,2024-07-01,False,245040.0,140028.0,27283.0,112377.0,239544.33333333334,164785.33333333334,192224.75,7,3,2024,183,0,лето
Амурская область,2024,январь-август,322342.0,8,2024-08-01,False,279983.0,193610.0,51573.0,178591.0,282455.0,209913.5,204204.0,8,3,2024,214,0,лето
Амурская область,2024,январь-сентябрь,360662.0,9,2024-09-01,False,322342.0,245040.0,78478.0,223581.0,320995.6666666667,256944.16666666666,215627.41666666666,9,3,2024,245,0,осень
Амурская область,2025,январь,30219.0,1,2025-01-01,False,360662.0,279983.0,140028.0,255058.0,237741.0,238642.66666666666,196890.83333333334,1,1,2025,1,1,зима
Амурская область,2025,январь-февраль,65200.0,2,2025-02-01,False,30219.0,322342.0,193610.0,296978.0,152027.0,217241.0,177576.0,2,1,2025,32,1,зима
Амурская область,2025,январь-март,98315.0,3,2025-03-01,False,65200.0,360662.0,245040.0,336494.0,64578.0,192786.83333333334,157727.75,3,1,2025,60,1,весна
Амурская область,2025,январь-апрель,173138.0,4,2025-04-01,False,98315.0,30219.0,279983.0,27283.0,112217.66666666667,174979.33333333334,169882.33333333334,4,2,2025,91,0,весна
Амурская область,2025,январь-май,249612.0,5,2025-05-01,False,173138.0,65200.0,322342.0,51573.0,173688.33333333334,162857.66666666666,186385.58333333334,5,2,2025,121,1,весна
Амурская область,2025,январь-июнь,336164.0,6,2025-06-01,False,249612.0,98315.0,360662.0,78478.0,252971.33333333334,158774.66666666666,207859.41666666666,6,2,2025,152,0,лето
Амурская область,2025,январь-июль,401028.0,7,2025-07-01,False,336164.0,173138.0,30219.0,140028.0,328934.6666666667,220576.16666666666,229609.41666666666,7,3,2025,182,0,лето
Амурская область,2025,январь-август,472719.0,8,2025-08-01,False,401028.0,249612.0,65200.0,193610.0,403303.6666666667,288496.0,252868.5,8,3,2025,213,0,лето
Амурская область,2025,январь-сентябрь,542899.0,9,2025-09-01,False,472719.0,336164.0,98315.0,245040.0,472215.3333333333,362593.3333333333,277690.0833333333,9,3,2025,244,0,осень
Архангельская область,2022,январь,45105.0,1,2022-01-01,False,,,,,45105.0,45105.0,45105.0,1,1,2022,1,1,зима
Архангельская область,2022,январь-февраль,81086.0,2,2022-02-01,False,45105.0,,,,63095.5,63095.5,63095.5,2,1,2022,32,1,зима
Архангельская область,2022,январь-март,132948.0,3,2022-03-01,False,81086.0,,,,86379.66666666667,86379.66666666667,86379.66666666667,3,1,2022,60,1,весна
Архангельская область,2022,январь-апрель,163131.0,4,2022-04-01,False,132948.0,45105.0,,,125721.66666666667,105567.5,105567.5,4,2,2022,91,0,весна
Архангельская область,2022,январь-май,193031.0,5,2022-05-01,False,163131.0,81086.0,,,163036.66666666666,123060.2,123060.2,5,2,2022,121,1,весна
Архангельская область,2022,январь-июнь,230179.0,6,2022-06-01,False,193031.0,132948.0,,,195447.0,140913.33333333334,140913.33333333334,6,2,2022,152,0,лето
Архангельская область,2022,январь-июль,309261.0,7,2022-07-01,False,230179.0,163131.0,45105.0,,244157.0,184939.33333333334,164963.0,7,3,2022,182,0,лето
Архангельская область,2022,январь-август,366306.0,8,2022-08-01,False,309261.0,193031.0,81086.0,,301915.3333333333,232476.0,190130.875,8,3,2022,213,0,лето
Архангельская область,2022,январь-сентябрь,414774.0,9,2022-09-01,False,366306.0,230179.0,132948.0,,363447.0,279447.0,215091.22222222222,9,3,2022,244,0,осень
Архангельская область,2022,январь-октябрь*,455849.0,10,2022-10-01,False,414774.0,309261.0,163131.0,,412309.6666666667,328233.3333333333,239167.0,10,4,2022,274,0,осень
Архангельская область,2022,январь-ноябрь*,496576.0,11,2022-11-01,False,455849.0,366306.0,193031.0,,455733.0,378824.1666666667,262567.8181818182,11,4,2022,305,0,осень
Архангельская область,2022,январь-декабрь*,534943.0,12,2022-12-01,False,496576.0,414774.0,230179.0,,495789.3333333333,429618.1666666667,285265.75,12,4,2022,335,1,зима
Архангельская область,2023,январь,74420.0,1,2023-01-01,False,534943.0,455849.0,309261.0,45105.0,368646.3333333333,390478.0,287708.6666666667,1,1,2023,1,1,зима
Архангельская область,2023,январь-февраль,155348.0,2,2023-02-01,False,74420.0,496576.0,366306.0,81086.0,254903.66666666666,355318.3333333333,293897.1666666667,2,1,2023,32,1,зима
Архангельская область,2023,январь-март,261069.0,3,2023-03-01,False,155348.0,534943.0,414774.0,132948.0,163612.33333333334,329700.8333333333,304573.9166666667,3,1,2023,60,1,весна
Архангельская область,2023,январь-апрель,313953.0,4,2023-04-01,False,261069.0,74420.0,455849.0,163131.0,243456.66666666666,306051.5,317142.4166666667,4,2,2023,91,0,весна
Архангельская область,2023,январь-май,363108.0,5,2023-05-01,False,313953.0,155348.0,496576.0,193031.0,312710.0,283806.8333333333,331315.5,5,2,2023,121,1,весна
Архангельская область,2023,январь-июнь,429131.0,6,2023-06-01,False,363108.0,261069.0,534943.0,230179.0,368730.6666666667,266171.5,347894.8333333333,6,2,2023,152,0,лето
Архангельская область,2023,январь-июль,535699.0,7,2023-07-01,False,429131.0,313953.0,74420.0,309261.0,442646.0,343051.3333333333,366764.6666666667,7,3,2023,182,0,лето
Архангельская область,2023,январь-август,630454.0,8,2023-08-01,False,535699.0,363108.0,155348.0,366306.0,531761.3333333334,422235.6666666667,388777.0,8,3,2023,213,0,лето
Архангельская область,2023,январь-сентябрь,698049.0,9,2023-09-01,False,630454.0,429131.0,261069.0,414774.0,621400.6666666666,495065.6666666667,412383.25,9,3,2023,244,0,осень
Архангельская область,2024,январь,64278.0,1,2024-01-01,False,698049.0,535699.0,313953.0,455849.0,464260.3333333333,453453.1666666667,379752.3333333333,1,1,2024,1,1,зима
Архангельская область,2024,январь-февраль,137637.0,2,2024-02-01,False,64278.0,630454.0,363108.0,496576.0,299988.0,415874.6666666667,349840.75,2,1,2024,32,1,зима
Архангельская область,2024,январь-март,211613.0,3,2024-03-01,False,137637.0,698049.0,429131.0,534943.0,137842.66666666666,379621.6666666667,322896.5833333333,3,1,2024,61,1,весна
Архангельская область,2024,январь-апрель,270636.0,4,2024-04-01,False,211613.0,64278.0,535699.0,74420.0,206628.66666666666,335444.5,339247.9166666667,4,2,2024,92,0,весна
Архангельская область,2024,январь-май,332577.0,5,2024-05-01,False,270636.0,137637.0,630454.0,155348.0,271608.6666666667,285798.3333333333,354017.0,5,2,2024,122,1,весна
Архангельская область,2024,январь-июнь,413010.0,6,2024-06-01,False,332577.0,211613.0,698049.0,261069.0,338741.0,238291.83333333334,366678.75,6,2,2024,153,0,лето
Архангельская область,2024,январь-июль,507940.0,7,2024-07-01,False,413010.0,270636.0,64278.0,313953.0,417842.3333333333,312235.5,382844.3333333333,7,3,2024,183,0,лето
Архангельская область,2024,январь-август,583468.0,8,2024-08-01,False,507940.0,332577.0,137637.0,363108.0,501472.6666666667,386540.6666666667,401207.6666666667,8,3,2024,214,0,лето
Архангельская область,2024,январь-сентябрь,661449.0,9,2024-09-01,False,583468.0,413010.0,211613.0,429131.0,584285.6666666666,461513.3333333333,420567.5,9,3,2024,245,0,осень
Архангельская область,2025,январь,61256.0,1,2025-01-01,False,661449.0,507940.0,270636.0,535699.0,435391.0,426616.6666666667,381030.5833333333,1,1,2025,1,1,зима
Архангельская область,2025,январь-февраль,123636.0,2,2025-02-01,False,61256.0,583468.0,332577.0,630454.0,282113.6666666667,391793.1666666667,338795.75,2,1,2025,32,1,зима
Архангельская область,2025,январь-март,187725.0,3,2025-03-01,False,123636.0,661449.0,413010.0,698049.0,124205.66666666667,354245.6666666667,296268.75,3,1,2025,60,1,весна
Архангельская область,2025,январь-апрель,231073.0,4,2025-04-01,False,187725.0,61256.0,507940.0,64278.0,180811.33333333334,308101.1666666667,310168.3333333333,4,2,2025,91,0,весна
Архангельская область,2025,январь-май,279458.0,5,2025-05-01,False,231073.0,123636.0,583468.0,137637.0,232752.0,257432.83333333334,321986.75,5,2,2025,121,1,весна
Архангельская область,2025,январь-июнь,349044.0,6,2025-06-01,False,279458.0,187725.0,661449.0,211613.0,286525.0,205365.33333333334,333439.3333333333,6,2,2025,152,0,лето
Архангельская область,2025,январь-июль,430223.0,7,2025-07-01,False,349044.0,231073.0,61256.0,270636.0,352908.3333333333,266859.8333333333,346738.25,7,3,2025,182,0,лето
Архангельская область,2025,январь-август,495229.0,8,2025-08-01,False,430223.0,279458.0,123636.0,332577.0,424832.0,328792.0,360292.5833333333,8,3,2025,213,0,лето
Архангельская область,2025,январь-сентябрь,547021.0,9,2025-09-01,False,495229.0,349044.0,187725.0,413010.0,490824.3333333333,388674.6666666667,371460.1666666667,9,3,2025,244,0,осень
Архангельская область (кроме Ненецкого автономного округа),2022,январь,44391.0,1,2022-01-01,False,,,,,44391.0,44391.0,44391.0,1,1,2022,1,1,зима
Архангельская область (кроме Ненецкого автономного округа),2022,январь-февраль,79539.0,2,2022-02-01,False,44391.0,,,,61965.0,61965.0,61965.0,2,1,2022,32,1,зима
Архангельская область (кроме Ненецкого автономного округа),2022,январь-март,127950.0,3,2022-03-01,False,79539.0,,,,83960.0,83960.0,83960.0,3,1,2022,60,1,весна
Архангельская область (кроме Ненецкого автономного округа),2022,январь-апрель,157647.0,4,2022-04-01,False,127950.0,44391.0,,,121712.0,102381.75,102381.75,4,2,2022,91,0,весна
Архангельская область (кроме Ненецкого автономного округа),2022,январь-май,186574.0,5,2022-05-01,False,157647.0,79539.0,,,157390.33333333334,119220.2,119220.2,5,2,2022,121,1,весна
Архангельская область (кроме Ненецкого автономного округа),2022,январь-июнь,222506.0,6,2022-06-01,False,186574.0,127950.0,,,188909.0,136434.5,136434.5,6,2,2022,152,0,лето
Архангельская область (кроме Ненецкого автономного округа),2022,январь-июль,299179.0,7,2022-07-01,False,222506.0,157647.0,44391.0,,236086.33333333334,178899.16666666666,159683.7142857143,7,3,2022,182,0,лето
Архангельская область (кроме Ненецкого автономного округа),2022,январь-август,354045.0,8,2022-08-01,False,299179.0,186574.0,79539.0,,291910.0,224650.16666666666,183978.875,8,3,2022,213,0,лето
Архангельская область (кроме Ненецкого автономного округа),2022,январь-сентябрь,399875.0,9,2022-09-01,False,354045.0,222506.0,127950.0,,351033.0,269971.0,207967.33333333334,9,3,2022,244,0,осень
Архангельская область (кроме Ненецкого автономного округа),2022,январь-октябрь*,439683.0,10,2022-10-01,False,399875.0,299179.0,157647.0,,397867.6666666667,316977.0,231138.9,10,4,2022,274,0,осень
Архангельская область (кроме Ненецкого автономного округа),2022,январь-ноябрь*,479727.0,11,2022-11-01,False,439683.0,354045.0,186574.0,,439761.6666666667,365835.8333333333,253737.81818181818,11,4,2022,305,0,осень
Архангельская область (кроме Ненецкого автономного округа),2022,январь-декабрь*,517315.0,12,2022-12-01,False,479727.0,399875.0,222506.0,,478908.3333333333,414970.6666666667,275702.5833333333,12,4,2022,335,1,зима
Архангельская область (кроме Ненецкого автономного округа),2023,январь,73307.0,1,2023-01-01,False,517315.0,439683.0,299179.0,44391.0,356783.0,377325.3333333333,278112.25,1,1,2023,1,1,зима
Архангельская область (кроме Ненецкого автономного округа),2023,январь-февраль,152169.0,2,2023-02-01,False,73307.0,479727.0,354045.0,79539.0,247597.0,343679.3333333333,284164.75,2,1,2023,32,1,зима
Архангельская область (кроме Ненецкого автономного округа),2023,январь-март,252963.0,3,2023-03-01,False,152169.0,517315.0,399875.0,127950.0,159479.66666666666,319194.0,294582.5,3,1,2023,60,1,весна
Архангельская область (кроме Ненецкого автономного округа),2023,январь-апрель,303455.0,4,2023-04-01,False,252963.0,73307.0,439683.0,157647.0,236195.66666666666,296489.3333333333,306733.1666666667,4,2,2023,91,0,весна
Архангельская область (кроме Ненецкого автономного округа),2023,январь-май,351264.0,5,2023-05-01,False,303455.0,152169.0,479727.0,186574.0,302560.6666666667,275078.8333333333,320457.3333333333,5,2,2023,121,1,весна
Архангельская область (кроме Ненецкого автономного округа),2023,январь-июнь,413251.0,6,2023-06-01,False,351264.0,252963.0,517315.0,222506.0,355990.0,257734.83333333334,336352.75,6,2,2023,152,0,лето
Архангельская область (кроме Ненецкого автономного округа),2023,январь-июль,519677.0,7,2023-07-01,False,413251.0,303455.0,73307.0,299179.0,428064.0,332129.8333333333,354727.5833333333,7,3,2023,182,0,лето
Архангельская область (кроме Ненецкого автономного округа),2023,январь-август,611751.0,8,2023-08-01,False,519677.0,351264.0,152169.0,354045.0,514893.0,408726.8333333333,376203.0833333333,8,3,2023,213,0,лето
Архангельская область (кроме Ненецкого автономного округа),2023,январь-сентябрь,677652.0,9,2023-09-01,False,611751.0,413251.0,252963.0,399875.0,603026.6666666666,479508.3333333333,399351.1666666667,9,3,2023,244,0,осень
Архангельская область (кроме Ненецкого автономного округа),2024,январь,59566.0,1,2024-01-01,False,677652.0,519677.0,303455.0,439683.0,449656.3333333333,438860.1666666667,367674.75,1,1,2024,1,1,зима
Архангельская область (кроме Ненецкого автономного округа),2024,январь-февраль,130709.0,2,2024-02-01,False,59566.0,611751.0,351264.0,479727.0,289309.0,402101.0,338589.9166666667,2,1,2024,32,1,зима
Архангельская область (кроме Ненецкого автономного округа),2024,январь-март,200805.0,3,2024-03-01,False,130709.0,677652.0,413251.0,517315.0,130360.0,366693.3333333333,312214.0833333333,3,1,2024,61,1,весна
Архангельская область (кроме Ненецкого автономного округа),2024,январь-апрель,259412.0,4,2024-04-01,False,200805.0,59566.0,519677.0,73307.0,196975.33333333334,323315.8333333333,327722.8333333333,4,2,2024,92,0,весна
Архангельская область (кроме Ненецкого автономного округа),2024,январь-май,320103.0,5,2024-05-01,False,259412.0,130709.0,611751.0,152169.0,260106.66666666666,274707.8333333333,341717.3333333333,5,2,2024,122,1,весна
Архангельская область (кроме Ненецкого автономного округа),2024,январь-июнь,394910.0,6,2024-06-01,False,320103.0,200805.0,677652.0,252963.0,324808.3333333333,227584.16666666666,353546.25,6,2,2024,153,0,лето
Архангельская область (кроме Ненецкого автономного округа),2024,январь-июль,487729.0,7,2024-07-01,False,394910.0,259412.0,59566.0,303455.0,400914.0,298944.6666666667,368902.4166666667,7,3,2024,183,0,лето
Архангельская область (кроме Ненецкого автономного округа),2024,январь-август,561498.0,8,2024-08-01,False,487729.0,320103.0,130709.0,351264.0,481379.0,370742.8333333333,386421.9166666667,8,3,2024,214,0,лето
Архангельская область (кроме Ненецкого автономного округа),2024,январь-сентябрь,633142.0,9,2024-09-01,False,561498.0,394910.0,200805.0,413251.0,560789.6666666666,442799.0,404746.1666666667,9,3,2024,245,0,осень
Архангельская область (кроме Ненецкого автономного округа),2025,январь,58292.0,1,2025-01-01,False,633142.0,487729.0,259412.0,519677.0,417644.0,409279.0,366297.4166666667,1,1,2025,1,1,зима
Архангельская область (кроме Ненецкого автономного округа),2025,январь-февраль,114749.0,2,2025-02-01,False,58292.0,561498.0,320103.0,611751.0,268727.6666666667,375053.3333333333,324880.5833333333,2,1,2025,32,1,зима
Архангельская область (кроме Ненецкого автономного округа),2025,январь-март,173283.0,3,2025-03-01,False,114749.0,633142.0,394910.0,677652.0,115441.33333333333,338115.5,282849.8333333333,3,1,2025,60,1,весна
Архангельская область (кроме Ненецкого автономного округа),2025,январь-апрель,215770.0,4,2025-04-01,False,173283.0,58292.0,487729.0,59566.0,167934.0,292789.0,295866.8333333333,4,2,2025,91,0,весна
Архангельская область (кроме Ненецкого автономного округа),2025,январь-май,261572.0,5,2025-05-01,False,215770.0,114749.0,561498.0,130709.0,216875.0,242801.33333333334,306772.0833333333,5,2,2025,121,1,весна
Архангельская область (кроме Ненецкого автономного округа),2025,январь-июнь,329148.0,6,2025-06-01,False,261572.0,173283.0,633142.0,200805.0,268830.0,192135.66666666666,317467.3333333333,6,2,2025,152,0,лето
Архангельская область (кроме Ненецкого автономного округа),2025,январь-июль,407626.0,7,2025-07-01,False,329148.0,215770.0,58292.0,259412.0,332782.0,250358.0,329818.5,7,3,2025,182,0,лето
Архангельская область (кроме Ненецкого автономного округа),2025,январь-август,471086.0,8,2025-08-01,False,407626.0,261572.0,114749.0,320103.0,402620.0,309747.5,342400.4166666667,8,3,2025,213,0,лето
Архангельская область (кроме Ненецкого автономного округа),2025,январь-сентябрь,516313.0,9,2025-09-01,False,471086.0,329148.0,173283.0,394910.0,465008.3333333333,366919.1666666667,352517.3333333333,9,3,2025,244,0,осень
Астраханская область,2022,январь,16383.0,1,2022-01-01,False,,,,,16383.0,16383.0,16383.0,1,1,2022,1,1,зима
